ExportID,InvoiceID,ExporterName,City,Port,DestinationCountry,ProductCategory,ProductSubcategory,HSCode,UnitPriceUSD,Quantity,UnitType,TotalValueUSD,ExportDate,ShipmentMode,ContainerNumber,PaymentTerm,TradeTerm,Currency
EXP-PK-200246,INV-PK-100246,Sialkot Sports Exports,Karachi,Port Qasim,UK,Agriculture,Mangoes (fresh),0804,1.19,3843,kg,4573.17,2025-06-24,Land,,Open Account,CIF,USD
EXP-PK-200247,INV-PK-100247,Faisalabad Textiles,Sialkot,Sialkot Airport,Afghanistan,Agriculture,Rice (Basmati),1006,1.66,7131,kg,11837.46,2024-07-10,Sea,PK24316,TT (Telegraphic Transfer),FOB,USD
EXP-PK-200248,INV-PK-100248,PakTex Exporters Co.,Sialkot,Sialkot Airport,China,Textiles,Cotton Yarn,5205,5.0,39,bales,195.0,2023-07-25,Air,,Open Account,CIF,USD
EXP-PK-200249,INV-PK-100249,Sindh Agro Exports,Faisalabad,Inland (Faisalabad Depot),USA,Pharmaceuticals,Medicines (packaged),3004,24.39,4931,boxes,120267.09,2023-11-20,Air,,Cash Against Documents,CIF,USD
EXP-PK-200250,INV-PK-100250,Faisalabad Textiles,Multan,Multan Airport,Germany,Agriculture,Rice (Basmati),1006,2.25,10768,kg,24228.0,2023-05-02,Sea,PK95498,TT (Telegraphic Transfer),FOB,USD
EXP-PK-200251,INV-PK-100251,Karachi Seafood Ltd.,Hyderabad,Port Qasim,UAE,Chemicals,Industrial Chemicals,2815,9.84,16294,kg,160332.96,2023-03-16,Air,,Cash Against Documents,FOB,USD
EXP-PK-200252,INV-PK-100252,Sialkot Sports Exports,Karachi,Karachi Port,Saudi Arabia,Spices,Chilies (dried),0904,4.42,3336,kg,14745.12,2023-08-08,Air,,Open Account,CIF,USD
EXP-PK-200253,INV-PK-100253,Northern Fruits Exports,Peshawar,Torkham Border (land),UAE,Tobacco,Processed Tobacco,2403,4.6,16468,kg,75752.8,2025-10-29,Air,,Open Account,FOB,USD
EXP-PK-200254,INV-PK-100254,Sindh Agro Exports,Gwadar,Gwadar Port,UAE,Leather Goods,Footwear,6403,114.48,3631,pairs,415676.88,2025-07-28,Land,,Open Account,FOB,USD
EXP-PK-200255,INV-PK-100255,PakTex Exporters Co.,Gwadar,Gwadar Port,Saudi Arabia,Spices,Chilies (dried),0904,4.07,8423,kg,34281.61,2024-01-31,Sea,PK90079,Cash Against Documents,CIF,USD
EXP-PK-200256,INV-PK-100256,Northern Fruits Exports,Gwadar,Gwadar Port,UK,Seafood,Shrimp (frozen),0306,11.39,17334,kg,197434.26,2023-07-15,Sea,PK28430,Cash Against Documents,CIF,USD
EXP-PK-200257,INV-PK-100257,Faisalabad Textiles,Karachi,Port Qasim,Netherlands,Sports Goods,Football,9506,3.27,141,pcs,461.07,2025-07-03,Air,,Open Account,CIF,USD
EXP-PK-200258,INV-PK-100258,Balochistan Spices Co.,Karachi,Port Qasim,Germany,Leather Goods,Footwear,6403,51.41,4054,pairs,208416.14,2024-04-28,Sea,PK97528,LC (Letter of Credit),CIF,USD
EXP-PK-200259,INV-PK-100259,Sialkot Sports Exports,Faisalabad,Inland (Faisalabad Depot),Netherlands,Carpets,Handmade Carpets,5701,494.27,760,pcs,375645.2,2025-10-26,Land,,Open Account,FOB,USD
EXP-PK-200260,INV-PK-100260,Sialkot Sports Exports,Gwadar,Gwadar Port,Bangladesh,Sports Goods,Football,9506,18.64,1910,pcs,35602.4,2024-03-24,Sea,PK72676,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200261,INV-PK-100261,Balochistan Spices Co.,Gwadar,Gwadar Port,Netherlands,Leather Goods,Footwear,6403,116.69,4212,pairs,491498.28,2025-08-22,Land,,TT (Telegraphic Transfer),FOB,USD
EXP-PK-200262,INV-PK-100262,Balochistan Spices Co.,Lahore,Inland (Landi Kotal),Afghanistan,Surgical,Surgical Instruments,9031,169.28,2348,sets,397469.44,2025-01-10,Air,,LC (Letter of Credit),FOB,USD
EXP-PK-200263,INV-PK-100263,Northern Fruits Exports,Sialkot,Sialkot Airport,Bangladesh,Pharmaceuticals,Medicines (packaged),3004,10.96,1374,boxes,15059.04,2023-11-03,Sea,PK53007,Cash Against Documents,FOB,USD
EXP-PK-200264,INV-PK-100264,Faisalabad Textiles,Peshawar,Torkham Border (land),UK,Chemicals,Industrial Chemicals,2815,2.45,17307,kg,42402.15,2025-07-01,Sea,PK69432,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200265,INV-PK-100265,Punjab Pharma Exports,Karachi,Port Qasim,Saudi Arabia,Leather Goods,Footwear,6403,99.42,4998,pairs,496901.16,2023-02-14,Air,,Open Account,FOB,USD
EXP-PK-200266,INV-PK-100266,Faisalabad Textiles,Lahore,Inland (Landi Kotal),USA,Seafood,Shrimp (frozen),0306,11.97,11153,kg,133501.41,2024-12-06,Land,,LC (Letter of Credit),FOB,USD
EXP-PK-200267,INV-PK-100267,Sindh Agro Exports,Peshawar,Torkham Border (land),USA,Agriculture,Rice (Basmati),1006,2.42,18900,kg,45738.0,2025-04-17,Sea,PK27750,Cash Against Documents,CIF,USD
EXP-PK-200268,INV-PK-100268,Gwadar Logistics Exports,Peshawar,Torkham Border (land),Netherlands,Seafood,Shrimp (frozen),0306,10.65,5022,kg,53484.3,2023-06-14,Land,,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200269,INV-PK-100269,Sindh Agro Exports,Faisalabad,Inland (Faisalabad Depot),Afghanistan,Seafood,Shrimp (frozen),0306,7.05,2670,kg,18823.5,2023-09-18,Land,,TT (Telegraphic Transfer),FOB,USD
EXP-PK-200270,INV-PK-100270,PakTex Exporters Co.,Multan,Multan Airport,Italy,Carpets,Handmade Carpets,5701,479.32,3034,pcs,1454256.88,2025-05-18,Land,,Cash Against Documents,FOB,USD
EXP-PK-200271,INV-PK-100271,Faisalabad Textiles,Peshawar,Torkham Border (land),Germany,Leather,Finished Leather,4107,15.29,336,sheets,5137.44,2024-07-18,Sea,PK24790,LC (Letter of Credit),CIF,USD
EXP-PK-200272,INV-PK-100272,Balochistan Spices Co.,Karachi,Karachi Port,China,Textiles,Bed Linen,6302,5.25,1797,pcs,9434.25,2023-07-26,Land,,LC (Letter of Credit),CIF,USD
EXP-PK-200273,INV-PK-100273,Balochistan Spices Co.,Karachi,Karachi Port,USA,Seafood,Shrimp (frozen),0306,4.02,13464,kg,54125.28,2025-06-17,Sea,PK80747,TT (Telegraphic Transfer),FOB,USD
EXP-PK-200274,INV-PK-100274,Karachi Seafood Ltd.,Multan,Multan Airport,China,Tobacco,Processed Tobacco,2403,2.84,15469,kg,43931.96,2024-10-15,Land,,Open Account,FOB,USD
EXP-PK-200275,INV-PK-100275,Sialkot Sports Exports,Faisalabad,Inland (Faisalabad Depot),Afghanistan,Sports Goods,Football,9506,16.56,4262,pcs,70578.72,2025-04-26,Air,,Open Account,FOB,USD
EXP-PK-200276,INV-PK-100276,Northern Fruits Exports,Faisalabad,Inland (Faisalabad Depot),Netherlands,Pharmaceuticals,Medicines (packaged),3004,14.25,2809,boxes,40028.25,2025-10-12,Sea,PK55143,Cash Against Documents,CIF,USD
EXP-PK-200277,INV-PK-100277,Gwadar Logistics Exports,Hyderabad,Port Qasim,UAE,Agriculture,Rice (Basmati),1006,2.69,8129,kg,21867.01,2025-02-09,Sea,PK80507,Cash Against Documents,FOB,USD
EXP-PK-200278,INV-PK-100278,Faisalabad Textiles,Multan,Multan Airport,UAE,Industrial,Gloves (leather),4203,3.55,153,pairs,543.15,2025-08-06,Sea,PK83713,Cash Against Documents,CIF,USD
EXP-PK-200279,INV-PK-100279,Northern Fruits Exports,Faisalabad,Inland (Faisalabad Depot),Netherlands,Sports Goods,Football,9506,23.14,3105,pcs,71849.7,2024-06-06,Sea,PK53288,LC (Letter of Credit),CIF,USD
EXP-PK-200280,INV-PK-100280,Lahore Leatherworks,Lahore,Inland (Landi Kotal),Afghanistan,Leather Goods,Footwear,6403,87.45,1072,pairs,93746.4,2024-01-26,Sea,PK45187,Cash Against Documents,FOB,USD
EXP-PK-200281,INV-PK-100281,Sindh Agro Exports,Sialkot,Sialkot Airport,Bangladesh,Leather Goods,Footwear,6403,25.0,82,pairs,2050.0,2024-03-20,Air,,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200282,INV-PK-100282,Sialkot Sports Exports,Karachi,Karachi Port,China,Leather Goods,Footwear,6403,48.56,2953,pairs,143397.68,2023-08-29,Land,,Cash Against Documents,FOB,USD
EXP-PK-200283,INV-PK-100283,Balochistan Spices Co.,Sialkot,Sialkot Airport,Netherlands,Chemicals,Industrial Chemicals,2815,12.25,8805,kg,107861.25,2024-05-05,Land,,Open Account,CIF,USD
EXP-PK-200284,INV-PK-100284,Gwadar Logistics Exports,Peshawar,Torkham Border (land),Afghanistan,Carpets,Handmade Carpets,5701,456.87,1747,pcs,798151.89,2025-01-05,Air,,Open Account,CIF,USD
EXP-PK-200285,INV-PK-100285,Northern Fruits Exports,Peshawar,Torkham Border (land),Italy,Textiles,Bed Linen,6302,4.5,3920,pcs,17640.0,2025-08-19,Air,,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200286,INV-PK-100286,Lahore Leatherworks,Hyderabad,Port Qasim,USA,Spices,Chilies (dried),0904,2.98,12479,kg,37187.42,2024-03-29,Land,,TT (Telegraphic Transfer),FOB,USD
EXP-PK-200287,INV-PK-100287,Sialkot Sports Exports,Hyderabad,Port Qasim,Saudi Arabia,Leather,Finished Leather,4107,43.81,474,sheets,20765.94,2024-02-06,Air,,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200288,INV-PK-100288,Balochistan Spices Co.,Sialkot,Sialkot Airport,Italy,Pharmaceuticals,Medicines (packaged),3004,4.53,4633,boxes,20987.49,2024-11-22,Air,,Cash Against Documents,CIF,USD
EXP-PK-200289,INV-PK-100289,Punjab Pharma Exports,Faisalabad,Inland (Faisalabad Depot),Germany,Leather,Finished Leather,4107,27.15,129,sheets,3502.35,2023-10-14,Land,,Cash Against Documents,FOB,USD
EXP-PK-200290,INV-PK-100290,Northern Fruits Exports,Karachi,Karachi Port,UK,Tobacco,Processed Tobacco,2403,2.57,19602,kg,50377.14,2023-04-10,Sea,PK64053,TT (Telegraphic Transfer),FOB,USD
EXP-PK-200291,INV-PK-100291,Sindh Agro Exports,Faisalabad,Inland (Faisalabad Depot),USA,Sports Goods,Football,9506,15.79,1650,pcs,26053.5,2025-07-22,Air,,LC (Letter of Credit),CIF,USD
EXP-PK-200292,INV-PK-100292,Punjab Pharma Exports,Karachi,Karachi Port,Afghanistan,Pharmaceuticals,Medicines (packaged),3004,16.2,1208,boxes,19569.6,2025-04-22,Sea,PK12192,Open Account,CIF,USD
EXP-PK-200293,INV-PK-100293,PakTex Exporters Co.,Hyderabad,Port Qasim,UAE,Textiles,Bed Linen,6302,1.35,653,pcs,881.55,2023-07-17,Land,,TT (Telegraphic Transfer),FOB,USD
EXP-PK-200294,INV-PK-100294,Faisalabad Textiles,Multan,Multan Airport,Germany,Agriculture,Rice (Basmati),1006,0.82,3122,kg,2560.04,2025-03-23,Sea,PK58896,Cash Against Documents,CIF,USD
EXP-PK-200295,INV-PK-100295,Balochistan Spices Co.,Sialkot,Sialkot Airport,China,Agriculture,Rice (Basmati),1006,0.85,12853,kg,10925.05,2023-06-15,Land,,LC (Letter of Credit),FOB,USD
EXP-PK-200296,INV-PK-100296,Gwadar Logistics Exports,Hyderabad,Port Qasim,Netherlands,Pharmaceuticals,Medicines (packaged),3004,5.37,1734,boxes,9311.58,2025-09-01,Sea,PK93459,LC (Letter of Credit),FOB,USD
EXP-PK-200297,INV-PK-100297,Sindh Agro Exports,Peshawar,Torkham Border (land),Netherlands,Carpets,Handmade Carpets,5701,453.55,2375,pcs,1077181.25,2024-11-09,Land,,LC (Letter of Credit),FOB,USD
EXP-PK-200298,INV-PK-100298,Faisalabad Textiles,Sialkot,Sialkot Airport,Bangladesh,Surgical,Surgical Instruments,9031,136.84,869,sets,118913.96,2024-07-09,Air,,LC (Letter of Credit),CIF,USD
EXP-PK-200299,INV-PK-100299,Northern Fruits Exports,Karachi,Karachi Port,Germany,Textiles,Cotton Yarn,5205,2.18,21,bales,45.78,2024-02-29,Land,,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200300,INV-PK-100300,Sindh Agro Exports,Multan,Multan Airport,UAE,Spices,Chilies (dried),0904,1.84,5643,kg,10383.12,2024-05-07,Land,,Cash Against Documents,CIF,USD
EXP-PK-200301,INV-PK-100301,Gwadar Logistics Exports,Faisalabad,Inland (Faisalabad Depot),UK,Pharmaceuticals,Medicines (packaged),3004,5.25,452,boxes,2373.0,2024-12-09,Sea,PK22803,Cash Against Documents,FOB,USD
EXP-PK-200302,INV-PK-100302,Sindh Agro Exports,Gwadar,Gwadar Port,Bangladesh,Industrial,Gloves (leather),4203,3.29,2309,pairs,7596.61,2025-03-23,Air,,LC (Letter of Credit),CIF,USD
EXP-PK-200303,INV-PK-100303,Punjab Pharma Exports,Peshawar,Torkham Border (land),China,Agriculture,Mangoes (fresh),0804,1.02,7348,kg,7494.96,2025-02-07,Air,,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200304,INV-PK-100304,Sindh Agro Exports,Multan,Multan Airport,China,Leather Goods,Footwear,6403,65.38,3455,pairs,225887.9,2023-05-31,Sea,PK45123,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200305,INV-PK-100305,Karachi Seafood Ltd.,Hyderabad,Port Qasim,Germany,Agriculture,Mangoes (fresh),0804,0.6,16008,kg,9604.8,2023-08-07,Sea,PK10680,Open Account,CIF,USD
EXP-PK-200306,INV-PK-100306,Lahore Leatherworks,Multan,Multan Airport,UK,Leather,Finished Leather,4107,33.26,41,sheets,1363.66,2023-06-28,Sea,PK66489,Cash Against Documents,CIF,USD
EXP-PK-200307,INV-PK-100307,Sindh Agro Exports,Karachi,Karachi Port,Germany,Pharmaceuticals,Medicines (packaged),3004,21.97,4605,boxes,101171.85,2023-07-10,Land,,Open Account,CIF,USD
EXP-PK-200308,INV-PK-100308,PakTex Exporters Co.,Multan,Multan Airport,Netherlands,Seafood,Shrimp (frozen),0306,3.55,5609,kg,19911.95,2023-06-23,Land,,TT (Telegraphic Transfer),FOB,USD
EXP-PK-200309,INV-PK-100309,Gwadar Logistics Exports,Faisalabad,Inland (Faisalabad Depot),UAE,Agriculture,Rice (Basmati),1006,2.52,14990,kg,37774.8,2024-09-08,Air,,Cash Against Documents,FOB,USD
EXP-PK-200310,INV-PK-100310,Sindh Agro Exports,Faisalabad,Inland (Faisalabad Depot),Netherlands,Agriculture,Rice (Basmati),1006,0.96,4266,kg,4095.36,2025-05-12,Air,,Cash Against Documents,FOB,USD
EXP-PK-200311,INV-PK-100311,Lahore Leatherworks,Multan,Multan Airport,China,Leather Goods,Footwear,6403,50.75,2427,pairs,123170.25,2025-10-12,Land,,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200312,INV-PK-100312,Sindh Agro Exports,Faisalabad,Inland (Faisalabad Depot),Saudi Arabia,Textiles,Cotton Yarn,5205,5.25,185,bales,971.25,2025-03-21,Air,,Cash Against Documents,CIF,USD
EXP-PK-200313,INV-PK-100313,Punjab Pharma Exports,Gwadar,Gwadar Port,Netherlands,Tobacco,Processed Tobacco,2403,2.58,14974,kg,38632.92,2023-10-06,Air,,Open Account,FOB,USD
EXP-PK-200314,INV-PK-100314,Punjab Pharma Exports,Gwadar,Gwadar Port,UAE,Seafood,Shrimp (frozen),0306,3.33,5123,kg,17059.59,2024-10-15,Air,,Cash Against Documents,FOB,USD
EXP-PK-200315,INV-PK-100315,Lahore Leatherworks,Hyderabad,Port Qasim,Saudi Arabia,Tobacco,Processed Tobacco,2403,3.71,17914,kg,66460.94,2025-03-15,Air,,LC (Letter of Credit),FOB,USD
EXP-PK-200316,INV-PK-100316,Balochistan Spices Co.,Faisalabad,Inland (Faisalabad Depot),Afghanistan,Textiles,Cotton Yarn,5205,4.48,266,bales,1191.68,2025-08-03,Land,,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200317,INV-PK-100317,Sialkot Sports Exports,Lahore,Inland (Landi Kotal),Netherlands,Carpets,Handmade Carpets,5701,98.23,2242,pcs,220231.66,2025-10-19,Sea,PK93012,Open Account,FOB,USD
EXP-PK-200318,INV-PK-100318,Sialkot Sports Exports,Faisalabad,Inland (Faisalabad Depot),Netherlands,Industrial,Gloves (leather),4203,11.12,1219,pairs,13555.28,2025-02-11,Sea,PK68860,Cash Against Documents,CIF,USD
EXP-PK-200319,INV-PK-100319,Northern Fruits Exports,Hyderabad,Port Qasim,Afghanistan,Textiles,Cotton Yarn,5205,2.74,189,bales,517.86,2025-01-06,Land,,LC (Letter of Credit),FOB,USD
EXP-PK-200320,INV-PK-100320,Faisalabad Textiles,Gwadar,Gwadar Port,UAE,Carpets,Handmade Carpets,5701,59.03,1617,pcs,95451.51,2023-04-01,Land,,Cash Against Documents,CIF,USD
EXP-PK-200321,INV-PK-100321,Gwadar Logistics Exports,Lahore,Inland (Landi Kotal),USA,Textiles,Bed Linen,6302,2.32,1644,pcs,3814.08,2024-06-13,Sea,PK76935,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200322,INV-PK-100322,Lahore Leatherworks,Hyderabad,Port Qasim,Italy,Industrial,Gloves (leather),4203,3.28,4453,pairs,14605.84,2025-10-21,Sea,PK55215,LC (Letter of Credit),CIF,USD
EXP-PK-200323,INV-PK-100323,Sindh Agro Exports,Multan,Multan Airport,Netherlands,Chemicals,Industrial Chemicals,2815,18.13,13614,kg,246821.82,2023-06-25,Sea,PK28569,Open Account,CIF,USD
EXP-PK-200324,INV-PK-100324,Lahore Leatherworks,Peshawar,Torkham Border (land),China,Pharmaceuticals,Medicines (packaged),3004,19.94,2497,boxes,49790.18,2025-09-16,Air,,Cash Against Documents,FOB,USD
EXP-PK-200325,INV-PK-100325,Punjab Pharma Exports,Peshawar,Torkham Border (land),Germany,Textiles,Bed Linen,6302,1.43,2690,pcs,3846.7,2024-09-06,Sea,PK25084,LC (Letter of Credit),CIF,USD
EXP-PK-200326,INV-PK-100326,Sindh Agro Exports,Faisalabad,Inland (Faisalabad Depot),China,Pharmaceuticals,Medicines (packaged),3004,15.08,3729,boxes,56233.32,2023-12-24,Land,,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200327,INV-PK-100327,Northern Fruits Exports,Hyderabad,Port Qasim,Italy,Sports Goods,Football,9506,14.09,646,pcs,9102.14,2025-04-09,Land,,TT (Telegraphic Transfer),FOB,USD
EXP-PK-200328,INV-PK-100328,Gwadar Logistics Exports,Hyderabad,Port Qasim,USA,Leather Goods,Footwear,6403,41.22,1821,pairs,75061.62,2024-02-09,Air,,Cash Against Documents,CIF,USD
EXP-PK-200329,INV-PK-100329,PakTex Exporters Co.,Sialkot,Sialkot Airport,China,Agriculture,Rice (Basmati),1006,2.11,11458,kg,24176.38,2023-05-09,Land,,LC (Letter of Credit),FOB,USD
EXP-PK-200330,INV-PK-100330,Lahore Leatherworks,Gwadar,Gwadar Port,China,Surgical,Surgical Instruments,9031,77.66,4932,sets,383019.12,2023-08-22,Sea,PK97910,Cash Against Documents,CIF,USD
EXP-PK-200331,INV-PK-100331,Balochistan Spices Co.,Hyderabad,Port Qasim,Bangladesh,Seafood,Shrimp (frozen),0306,8.45,4820,kg,40729.0,2023-08-22,Air,,Open Account,CIF,USD
EXP-PK-200332,INV-PK-100332,Balochistan Spices Co.,Faisalabad,Inland (Faisalabad Depot),Saudi Arabia,Chemicals,Industrial Chemicals,2815,3.77,3141,kg,11841.57,2023-06-23,Land,,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200333,INV-PK-100333,Sindh Agro Exports,Sialkot,Sialkot Airport,Saudi Arabia,Textiles,Bed Linen,6302,2.57,811,pcs,2084.27,2024-01-10,Air,,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200334,INV-PK-100334,Gwadar Logistics Exports,Faisalabad,Inland (Faisalabad Depot),Bangladesh,Seafood,Shrimp (frozen),0306,4.68,5773,kg,27017.64,2025-05-16,Sea,PK73788,TT (Telegraphic Transfer),FOB,USD
EXP-PK-200335,INV-PK-100335,Punjab Pharma Exports,Multan,Multan Airport,UAE,Leather,Finished Leather,4107,12.8,448,sheets,5734.4,2024-10-06,Air,,LC (Letter of Credit),CIF,USD
EXP-PK-200336,INV-PK-100336,PakTex Exporters Co.,Peshawar,Torkham Border (land),UAE,Sports Goods,Football,9506,4.25,2627,pcs,11164.75,2025-02-25,Land,,Cash Against Documents,CIF,USD
EXP-PK-200337,INV-PK-100337,Punjab Pharma Exports,Hyderabad,Port Qasim,Italy,Surgical,Surgical Instruments,9031,87.98,4912,sets,432157.76,2023-12-09,Air,,LC (Letter of Credit),FOB,USD
EXP-PK-200338,INV-PK-100338,Sialkot Sports Exports,Karachi,Port Qasim,China,Pharmaceuticals,Medicines (packaged),3004,3.69,1995,boxes,7361.55,2024-08-14,Sea,PK69942,Cash Against Documents,FOB,USD
EXP-PK-200339,INV-PK-100339,Balochistan Spices Co.,Lahore,Inland (Landi Kotal),Saudi Arabia,Industrial,Gloves (leather),4203,19.42,4328,pairs,84049.76,2025-01-21,Land,,LC (Letter of Credit),CIF,USD
EXP-PK-200340,INV-PK-100340,Northern Fruits Exports,Sialkot,Sialkot Airport,Netherlands,Textiles,Bed Linen,6302,6.68,1296,pcs,8657.28,2024-05-21,Air,,LC (Letter of Credit),CIF,USD
EXP-PK-200341,INV-PK-100341,Sialkot Sports Exports,Gwadar,Gwadar Port,UK,Surgical,Surgical Instruments,9031,42.47,3346,sets,142104.62,2023-08-29,Air,,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200342,INV-PK-100342,Balochistan Spices Co.,Hyderabad,Port Qasim,UAE,Spices,Chilies (dried),0904,5.65,11179,kg,63161.35,2023-10-13,Sea,PK37124,LC (Letter of Credit),CIF,USD
EXP-PK-200343,INV-PK-100343,Northern Fruits Exports,Multan,Multan Airport,Bangladesh,Pharmaceuticals,Medicines (packaged),3004,14.72,1407,boxes,20711.04,2023-12-11,Air,,Open Account,CIF,USD
EXP-PK-200344,INV-PK-100344,Balochistan Spices Co.,Multan,Multan Airport,Afghanistan,Chemicals,Industrial Chemicals,2815,23.27,3822,kg,88937.94,2023-07-15,Sea,PK63948,LC (Letter of Credit),CIF,USD
EXP-PK-200345,INV-PK-100345,Karachi Seafood Ltd.,Faisalabad,Inland (Faisalabad Depot),China,Leather,Finished Leather,4107,19.57,213,sheets,4168.41,2024-10-21,Sea,PK98635,Cash Against Documents,CIF,USD
EXP-PK-200346,INV-PK-100346,Karachi Seafood Ltd.,Multan,Multan Airport,Netherlands,Seafood,Shrimp (frozen),0306,7.57,4923,kg,37267.11,2025-07-14,Sea,PK93050,LC (Letter of Credit),CIF,USD
EXP-PK-200347,INV-PK-100347,Northern Fruits Exports,Multan,Multan Airport,Germany,Surgical,Surgical Instruments,9031,31.82,3056,sets,97241.92,2025-09-26,Sea,PK86278,LC (Letter of Credit),FOB,USD
EXP-PK-200348,INV-PK-100348,Punjab Pharma Exports,Gwadar,Gwadar Port,UK,Industrial,Gloves (leather),4203,6.48,2910,pairs,18856.8,2025-03-25,Sea,PK66314,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200349,INV-PK-100349,Sialkot Sports Exports,Gwadar,Gwadar Port,Saudi Arabia,Agriculture,Mangoes (fresh),0804,0.89,9674,kg,8609.86,2023-09-25,Land,,Cash Against Documents,CIF,USD
EXP-PK-200350,INV-PK-100350,PakTex Exporters Co.,Karachi,Karachi Port,Italy,Textiles,Cotton Yarn,5205,4.63,26,bales,120.38,2023-09-12,Sea,PK67840,Cash Against Documents,FOB,USD
EXP-PK-200351,INV-PK-100351,Gwadar Logistics Exports,Sialkot,Sialkot Airport,UAE,Chemicals,Industrial Chemicals,2815,10.63,2774,kg,29487.62,2024-09-10,Sea,PK45916,LC (Letter of Credit),CIF,USD
EXP-PK-200352,INV-PK-100352,Sialkot Sports Exports,Lahore,Inland (Landi Kotal),Germany,Carpets,Handmade Carpets,5701,78.52,4949,pcs,388595.48,2023-12-05,Sea,PK61949,Open Account,FOB,USD
EXP-PK-200353,INV-PK-100353,Gwadar Logistics Exports,Lahore,Inland (Landi Kotal),UK,Textiles,Cotton Yarn,5205,3.12,405,bales,1263.6,2024-03-13,Air,,LC (Letter of Credit),FOB,USD
EXP-PK-200354,INV-PK-100354,Balochistan Spices Co.,Sialkot,Sialkot Airport,Afghanistan,Carpets,Handmade Carpets,5701,164.59,3410,pcs,561251.9,2025-06-30,Sea,PK11056,Open Account,FOB,USD
EXP-PK-200355,INV-PK-100355,Gwadar Logistics Exports,Faisalabad,Inland (Faisalabad Depot),Italy,Textiles,Bed Linen,6302,6.27,2982,pcs,18697.14,2024-04-13,Air,,LC (Letter of Credit),FOB,USD
EXP-PK-200356,INV-PK-100356,Sindh Agro Exports,Gwadar,Gwadar Port,Germany,Chemicals,Industrial Chemicals,2815,14.57,8295,kg,120858.15,2024-09-04,Sea,PK60164,TT (Telegraphic Transfer),FOB,USD
EXP-PK-200357,INV-PK-100357,Sindh Agro Exports,Karachi,Karachi Port,Italy,Agriculture,Mangoes (fresh),0804,1.37,18597,kg,25477.89,2024-03-12,Land,,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200358,INV-PK-100358,Balochistan Spices Co.,Peshawar,Torkham Border (land),China,Textiles,Bed Linen,6302,6.78,4825,pcs,32713.5,2023-07-25,Sea,PK26142,Cash Against Documents,CIF,USD
EXP-PK-200359,INV-PK-100359,Gwadar Logistics Exports,Gwadar,Gwadar Port,UAE,Sports Goods,Football,9506,5.48,3657,pcs,20040.36,2024-07-21,Land,,LC (Letter of Credit),FOB,USD
EXP-PK-200360,INV-PK-100360,Northern Fruits Exports,Multan,Multan Airport,USA,Tobacco,Processed Tobacco,2403,4.72,3706,kg,17492.32,2024-09-09,Sea,PK77862,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200361,INV-PK-100361,Sialkot Sports Exports,Karachi,Karachi Port,Italy,Seafood,Shrimp (frozen),0306,3.6,14848,kg,53452.8,2023-08-19,Sea,PK75481,LC (Letter of Credit),FOB,USD
EXP-PK-200362,INV-PK-100362,Lahore Leatherworks,Gwadar,Gwadar Port,UAE,Seafood,Shrimp (frozen),0306,8.17,16852,kg,137680.84,2025-05-11,Air,,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200363,INV-PK-100363,Sindh Agro Exports,Karachi,Karachi Port,USA,Agriculture,Rice (Basmati),1006,0.85,15925,kg,13536.25,2024-03-17,Sea,PK17925,Cash Against Documents,CIF,USD
EXP-PK-200364,INV-PK-100364,Northern Fruits Exports,Hyderabad,Port Qasim,Netherlands,Leather Goods,Footwear,6403,32.18,826,pairs,26580.68,2025-04-03,Sea,PK93956,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200365,INV-PK-100365,Sindh Agro Exports,Multan,Multan Airport,UK,Pharmaceuticals,Medicines (packaged),3004,4.94,4074,boxes,20125.56,2024-02-21,Sea,PK80305,Open Account,CIF,USD
EXP-PK-200366,INV-PK-100366,Balochistan Spices Co.,Lahore,Inland (Landi Kotal),Saudi Arabia,Leather Goods,Footwear,6403,83.17,2620,pairs,217905.4,2025-06-14,Land,,TT (Telegraphic Transfer),FOB,USD
EXP-PK-200367,INV-PK-100367,Faisalabad Textiles,Lahore,Inland (Landi Kotal),Netherlands,Textiles,Bed Linen,6302,3.38,4387,pcs,14828.06,2025-07-17,Land,,LC (Letter of Credit),CIF,USD
